RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2715,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2581,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3022,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2935,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
file,isFamiliar,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
P_M_boris_johnson.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
E_M_robert_de_niro.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
P_M_george_Wbush.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
E_F_Kate_Winslet.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
P_F_hillary_clinton.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
E_M_liam_neeson.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
E_M_nicolas_cage.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
P_F_angela_rayner.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
P_F_PRITI_PATEL.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
E_M_tom_hankes.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
E_F_jennifer_aniston.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
P_M_Tony_Blair.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
E_M_michael_caine.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
E_F_sandra_bullock.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
P_F_tehresy_may.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
P_F_nicola_sturgeon.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
E_F_Judi_Dench.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
E_F_keira_knightley.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
P_M_bill_clinton.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
E_M_Hugh_Grant.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
E_M_Martin_Freeman.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
P_M_donald_trump.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
P_F_esther_mcvey.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
E_F_angelina_jolie.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
P_M_david_cameron.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
E_M_anthony_hopkins.jpg,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
age: 35,gender: Female,handedness: left,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
