RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2447,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2903,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2143,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3399,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2655,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2951,P_F_angela_rayner.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2951,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2127,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2110,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2390,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2607,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2343,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3143,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2502,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2263,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2831,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2135,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2383,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
5102,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3327,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3439,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
5528,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
11391,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2878,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2206,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3943,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2583,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3223,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2430,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2423,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2415,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
4855,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2718,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3174,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2319,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2207,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2455,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2326,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2214,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2759,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2806,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2742,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2023,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2351,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2167,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2103,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2318,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2254,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2447,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2247,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2111,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2015,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
5726,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3447,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
10806,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
4015,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2927,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
5982,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2463,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2207,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
13590,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
5639,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3447,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2094,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2159,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2351,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2031,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2015,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2998,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2110,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2975,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
7783,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2254,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2359,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3863,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
1935,E_M_Martin_Freeman.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
1990,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2871,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2383,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2631,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2527,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2831,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2966,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
4991,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2047,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2238,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
1959,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2103,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
4959,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2287,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
1982,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
1928,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3365,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3143,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2407,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
4678,E_M_Martin_Freeman.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2287,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2879,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2566,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2967,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2070,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3087,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2367,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3335,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2302,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2007,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
file,isFamiliar,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
E_F_angelina_jolie.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
P_M_david_cameron.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
P_M_bill_clinton.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
E_M_robert_de_niro.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
P_F_tehresy_may.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
E_M_nicolas_cage.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
P_M_boris_johnson.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
E_F_Kate_Winslet.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
P_M_george_Wbush.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
E_F_jennifer_aniston.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
E_M_liam_neeson.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
E_M_anthony_hopkins.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
P_F_angela_rayner.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
E_M_michael_caine.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
P_F_esther_mcvey.jpg,0,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
E_F_sandra_bullock.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
P_M_Tony_Blair.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
E_F_keira_knightley.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
P_F_nicola_sturgeon.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
E_M_tom_hankes.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
P_M_donald_trump.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
P_F_hillary_clinton.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
E_F_Judi_Dench.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
E_M_Martin_Freeman.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
E_M_Hugh_Grant.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
P_F_PRITI_PATEL.jpg,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
age: 30,gender: Female,handedness: right,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
