RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2803,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1664,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2868,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2501,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2345,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1688,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1497,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1805,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2145,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2385,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
4368,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3038,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3892,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
4505,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3661,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1614,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3707,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2027,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1569,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2289,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1596,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2130,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2945,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2869,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2659,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
4027,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1935,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2950,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2818,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1937,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1489,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2007,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2160,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1625,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1962,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1608,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2275,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
4289,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1515,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1697,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2459,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1699,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2827,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2587,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3461,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2642,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1767,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2742,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2025,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2325,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
5036,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3135,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
7777,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3258,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1875,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2270,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2298,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2832,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2006,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
4057,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2837,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
file,isFamiliar,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
E_M_anthony_hopkins.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
P_F_tehresy_may.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
E_M_Martin_Freeman.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
P_M_boris_johnson.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
E_M_Hugh_Grant.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
E_M_tom_hankes.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
P_M_george_Wbush.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
E_M_nicolas_cage.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
P_F_nicola_sturgeon.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
P_F_PRITI_PATEL.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
E_F_sandra_bullock.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
P_M_david_cameron.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
P_F_hillary_clinton.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
E_F_Kate_Winslet.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
E_M_michael_caine.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
E_M_robert_de_niro.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
E_F_Judi_Dench.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
P_M_donald_trump.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
E_F_keira_knightley.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
P_F_angela_rayner.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
P_F_esther_mcvey.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
P_M_Tony_Blair.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
P_M_bill_clinton.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
E_M_liam_neeson.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
E_F_angelina_jolie.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
E_F_jennifer_aniston.jpg,1,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
age: 34,gender: Female,handedness: right,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
