RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4417,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4168,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5887,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4938,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4194,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4072,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4501,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4034,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
7262,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5085,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
10010,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
2227,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5433,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4394,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4205,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5310,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5606,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5368,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
6052,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4503,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
23626,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5047,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
17151,E_M_robert_de_niro.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
6248,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4528,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
8800,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
7845,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
6620,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
18004,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3438,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
17482,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4604,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
10403,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4839,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4554,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3910,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
39504,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5070,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5531,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3713,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4516,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5185,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
7944,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5939,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3586,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
17446,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5321,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
10741,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
7237,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
21778,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
51237,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
18757,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4442,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3861,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4355,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
8253,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5287,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5842,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
8814,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
8244,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4307,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3616,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
7563,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5718,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4998,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3654,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5445,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4059,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3936,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4060,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5050,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5074,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5446,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
6607,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5275,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
22322,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
9344,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
12894,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
6979,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
46798,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3467,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3109,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3278,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3852,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5307,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5868,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4629,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4418,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3549,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5457,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
6112,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5940,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3367,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4790,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4924,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4828,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4259,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5926,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4528,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
6335,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4352,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3912,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3613,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3393,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4914,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3724,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
6411,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3726,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
19726,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
19306,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4963,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5410,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4814,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5237,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
6745,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
8130,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5668,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5000,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
8450,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
7239,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
8366,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
7007,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
9554,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
8327,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
15212,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4591,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5679,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
9937,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
16748,E_M_Martin_Freeman.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3726,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4482,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4765,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
27724,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
8177,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4715,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4108,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5171,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5667,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4184,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4827,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4047,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
