RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5739,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4414,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
6295,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
11503,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4521,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5154,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
11210,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
6667,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4690,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
20197,P_F_angela_rayner.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3555,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5479,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
8761,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4533,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3444,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
12306,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
8292,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3813,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
7036,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4578,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
16941,E_M_Martin_Freeman.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
7933,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
13303,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
7528,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
12816,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5109,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4757,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
14751,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
6643,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
20155,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
6153,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
6418,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3882,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
9768,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
13313,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
6931,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
15135,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3893,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
7171,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
12997,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3801,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4892,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
8945,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5983,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5786,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5962,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
8706,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
6358,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4920,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
33026,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5271,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
6710,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3048,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5883,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5947,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
13097,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3908,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4325,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
8939,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
10291,E_M_anthony_hopkins.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
27789,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3416,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
6880,E_M_robert_de_niro.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
9216,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
6656,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4238,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
8825,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
9105,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4587,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
17442,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4114,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
9251,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4093,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
10808,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
15151,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5729,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5596,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
7430,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5667,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5331,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5980,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5480,P_F_PRITI_PATEL.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
6224,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4934,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5173,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
7808,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
7717,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
15970,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4376,E_M_anthony_hopkins.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3623,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3918,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
6401,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
6108,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
6403,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
8713,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5633,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5991,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
28637,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
9529,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
8495,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4129,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4352,P_F_esther_mcvey.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
7024,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
10890,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4277,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4020,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5639,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
15272,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4636,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
6396,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3177,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
7441,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4625,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5303,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4495,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5629,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
6826,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3814,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5168,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3617,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
8307,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4442,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5396,E_M_anthony_hopkins.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5307,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3870,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4189,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4596,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
5246,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3830,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
7301,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4444,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
8276,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4355,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4589,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4934,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4197,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
7474,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
4367,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3591,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
9843,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
3245,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
8322,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f217daa265393532f3f3018,"11/30/2021, 10:34:52"
