RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
2783,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
30166,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
6973,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
8185,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
4870,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
4668,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
3776,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
2846,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
5476,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
7193,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
3009,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
4145,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
3787,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
3987,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
3085,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
2774,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
file,isFamiliar,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
P_F_tehresy_may.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
P_F_nicola_sturgeon.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
E_F_Kate_Winslet.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
E_M_michael_caine.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
E_F_Judi_Dench.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
P_M_george_Wbush.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
P_F_angela_rayner.jpg,0,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
P_F_esther_mcvey.jpg,0,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
P_M_david_cameron.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
E_M_anthony_hopkins.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
P_M_donald_trump.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
E_M_nicolas_cage.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
P_M_boris_johnson.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
E_F_angelina_jolie.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
P_F_hillary_clinton.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
E_M_robert_de_niro.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
E_F_keira_knightley.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
E_F_sandra_bullock.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
E_M_liam_neeson.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
P_M_bill_clinton.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
P_M_Tony_Blair.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
E_M_Hugh_Grant.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
P_F_PRITI_PATEL.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
E_M_Martin_Freeman.jpg,0,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
E_F_jennifer_aniston.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
E_M_tom_hankes.jpg,1,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
age: 29,gender: Female,handedness: right,5ed25c093fecaa03fce0868a,"11/30/2021, 10:21:06"
