RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1814,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2699,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3024,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1845,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2353,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2035,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2042,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2452,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
4056,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
4606,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
10518,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2138,E_M_Martin_Freeman.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
4223,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
6292,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3930,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
4047,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1965,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2457,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3036,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2706,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2779,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3660,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2475,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2512,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2618,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2553,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2443,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2574,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2314,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2325,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
198193,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3687,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
7729,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2712,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1983,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1918,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2702,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1494,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3959,E_M_liam_neeson.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2296,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
3030,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1799,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2212,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2382,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2094,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1674,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
2323,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
1918,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
file,isFamiliar,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
E_M_tom_hankes.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
P_M_boris_johnson.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
E_F_angelina_jolie.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
E_F_Judi_Dench.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
E_F_jennifer_aniston.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
P_F_PRITI_PATEL.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
P_F_esther_mcvey.jpg,0,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
E_M_nicolas_cage.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
E_M_anthony_hopkins.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
P_M_Tony_Blair.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
P_M_donald_trump.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
P_F_nicola_sturgeon.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
E_M_michael_caine.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
P_F_angela_rayner.jpg,0,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
E_F_sandra_bullock.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
E_M_Martin_Freeman.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
E_M_liam_neeson.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
E_F_Kate_Winslet.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
E_M_Hugh_Grant.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
E_M_robert_de_niro.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
P_M_david_cameron.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
E_F_keira_knightley.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
P_M_bill_clinton.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
P_F_hillary_clinton.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
P_F_tehresy_may.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
P_M_george_Wbush.jpg,1,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
age: 34,gender: Female,handedness: right,61498b19c4c3198647c0b2da,"11/30/2021, 10:15:49"
