RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
7513,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
18505,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
17550,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
22729,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3739,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3513,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4985,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4212,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4994,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4775,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6240,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4345,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4579,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3624,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3653,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6183,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6432,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5041,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3361,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5114,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4926,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
9731,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3709,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
7106,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4473,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4509,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
35134,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5008,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3911,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4134,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
8088,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4174,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3264,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4959,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4453,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3906,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5751,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4010,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6757,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5341,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3224,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
7383,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4629,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4094,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5040,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3369,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3929,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4015,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4976,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4391,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5239,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3488,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3708,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5143,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3754,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6640,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6205,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
8758,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6153,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4270,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
9356,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3866,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3435,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6208,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
8230,E_M_Martin_Freeman.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4723,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4766,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
8504,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6291,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4195,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5504,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4327,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5457,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5036,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4518,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4059,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4077,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3922,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4987,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4313,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3732,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
8230,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4168,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5243,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6587,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4765,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5449,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4742,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4111,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4290,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5642,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3567,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3980,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3527,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4173,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6568,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5697,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5197,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6032,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6743,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6724,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6876,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3647,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4293,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3704,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6294,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3557,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6182,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
15070,E_M_robert_de_niro.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6456,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
8021,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
8040,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6311,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4317,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3943,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4792,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
12375,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4144,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3386,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3427,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3367,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3263,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3515,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
7649,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3889,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6133,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3806,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4726,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3404,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5767,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4091,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
13761,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3642,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4973,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4149,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5827,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
9093,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
