RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
8504,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5672,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6320,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
11366,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
7879,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
9046,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
16747,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6077,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
13233,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
8274,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
18127,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5046,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
7004,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
7286,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
