RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2066,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2152,E_ornaBanai.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2063,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
3192,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
3859,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
1980,E_tavori.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2863,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
3388,E_ivri.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2170,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2438,P_benet.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
3271,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
26042,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2281,E_katorza.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2135,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
3120,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
3214,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
3718,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2707,E_yanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2812,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2360,E_shaharHasson.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2920,E_alfi.jpg,E_harLev.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2758,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2895,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
8014,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
5388,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
4216,P_lapid.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
5986,E_katorza.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
4017,E_rita.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2224,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,4,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2432,P_lapid.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
1899,E_rita.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
3870,E_rita.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
1910,E_moniMo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2181,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2112,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
4136,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2348,E_shaharHasson.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2050,E_harLev.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
8385,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
3154,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
7129,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,4,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2707,E_rita.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
11491,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
3511,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2300,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
1981,E_shaharHasson.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2243,P_benet.jpg,P_lapid.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
3166,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,4,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2285,E_ornaBanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2322,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2122,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2111,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
8723,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,4,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2010,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
2584,E_alfi.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
file,isFamiliar,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
E_ivri.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
P_lapid.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
P_zamir.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
P_shaked.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
E_ornaBanai.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
P_yehimovitz.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
E_alfi.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
E_katorza.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
P_liberman.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
P_benet.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
P_peretz.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
E_shaniCo.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
E_rita.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
P_smootchi.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
P_michaeli.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
E_yanai.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
E_shaharHasson.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
E_moniMo.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
E_tavori.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
E_harLev.jpg,1,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
age: 25,gender: M,handedness: right,5fba41772662809a52871f4f,"06/13/2022, 08:17:55"
