RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2263,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,4,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
5453,E_shaharHasson.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2871,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,4,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2263,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2625,E_shaharHasson.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2174,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2535,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,2,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
4695,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
3327,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
3797,P_benet.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2949,E_yanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2982,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2943,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2247,E_ornaBanai.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2745,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2807,E_tavori.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2815,E_moniMo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2367,E_rita.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2535,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
4043,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,3,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2391,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2951,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
6105,P_michaeli.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
4462,E_tavori.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
2403,E_harLev.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
file,isFamiliar,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
E_moniMo.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
E_ornaBanai.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
P_zamir.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
P_michaeli.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
P_liberman.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
E_rita.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
E_yanai.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
P_benet.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
P_peretz.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
E_harLev.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
E_tavori.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
P_smootchi.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
E_katorza.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
E_shaniCo.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
E_shaharHasson.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
E_alfi.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
E_ivri.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
P_yehimovitz.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
P_shaked.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
P_lapid.jpg,1,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
age: 26,gender: F,handedness: right,6126ada60743b6c4e6cb6706,"06/13/2022, 15:00:38"
