RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,7472,"08/14/2022, 09:59:50"
P_michaeli.jpg,1,7472,"08/14/2022, 09:59:50"
P_zamir.jpg,0,7472,"08/14/2022, 09:59:50"
E_ornaBanai.jpg,1,7472,"08/14/2022, 09:59:50"
E_harLev.jpg,1,7472,"08/14/2022, 09:59:50"
P_smootchi.jpg,1,7472,"08/14/2022, 09:59:50"
E_tavori.jpg,1,7472,"08/14/2022, 09:59:50"
P_lapid.jpg,1,7472,"08/14/2022, 09:59:50"
P_shaked.jpg,1,7472,"08/14/2022, 09:59:50"
P_peretz.jpg,1,7472,"08/14/2022, 09:59:50"
E_ivri.jpg,1,7472,"08/14/2022, 09:59:50"
E_alfi.jpg,1,7472,"08/14/2022, 09:59:50"
E_shaniCo.jpg,1,7472,"08/14/2022, 09:59:50"
E_yanai.jpg,1,7472,"08/14/2022, 09:59:50"
E_moniMo.jpg,1,7472,"08/14/2022, 09:59:50"
P_benet.jpg,1,7472,"08/14/2022, 09:59:50"
age: 39 ,gender: M,handedness: right,7472,"08/14/2022, 09:59:50"
