RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3178,E_katorza.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3822,E_ornaBanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4848,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,2,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
5546,P_liberman.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
2763,E_moniMo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3237,E_ivri.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3713,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4460,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3403,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4689,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4037,E_alfi.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
2988,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3958,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4291,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3784,E_yanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3213,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
2774,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4768,P_peretz.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3750,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
2652,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
6455,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
7447,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3444,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3176,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3809,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3808,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3765,P_lapid.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
2956,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
5458,P_lapid.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4035,E_katorza.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3623,E_alfi.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3543,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
6242,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3895,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
2751,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4337,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3195,E_katorza.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4736,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,2,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4527,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3408,E_harLev.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3244,E_tavori.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
7172,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4089,E_shaniCo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3578,E_moniMo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4258,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
5066,E_rita.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3342,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4040,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
2939,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3411,P_michaeli.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,2,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3940,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4056,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3355,E_moniMo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
2978,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3689,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4526,E_rita.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
2940,P_peretz.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,4,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4463,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
13019,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4204,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
2858,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,5,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
5977,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
2541,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3372,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4009,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4773,E_harLev.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
3425,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
5925,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
2745,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4046,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
4861,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,5f7db040ea05e529d126f48a,"06/14/2022, 09:05:05"
