RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
19036,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
7418,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,2,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
8467,E_alfi.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
8520,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
4552,E_shaharHasson.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,2,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
4469,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
4007,E_ornaBanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
8085,E_harLev.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
9811,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
17899,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
6352,E_shaniCo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
4181,E_rita.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
5341,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
3265,E_rita.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
5309,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
6809,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
5138,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
5644,E_katorza.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
5988,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,2,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
4528,P_shaked.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
10095,P_smootchi.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
6453,E_katorza.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
3424,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
3153,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
4009,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
4757,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
5909,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
4703,E_katorza.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
5128,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
4619,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
5601,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
7124,E_katorza.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
6303,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
6194,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
12511,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
3952,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
21811,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
9635,P_lapid.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
9068,P_lapid.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
4383,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
8178,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
3630,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
29597,E_alfi.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
3051,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
3440,P_benet.jpg,P_lapid.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
3595,E_ivri.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
4092,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
3429,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
7224,E_tavori.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
11078,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
3408,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
3506,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
7975,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
10685,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
6919,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
3598,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
7919,E_yanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
33000,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fac0bac338ce610211dc350,"06/14/2022, 07:22:47"
