RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
2482,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
4670,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
5900,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
4194,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,2,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
2748,E_katorza.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
2572,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
3262,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
2744,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
3512,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
3688,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,3,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
6814,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
4632,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,2,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
12313,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
2798,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
6172,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,4,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
5544,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
11988,P_lapid.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
7152,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
3840,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
