RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
2503,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
2116,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
1389,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
27332,P_benet.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
3936,E_ornaBanai.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,1,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
1503,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
1983,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
2446,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
2982,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,2,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
804,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
633,E_moniMo.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
940,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
697,E_tavori.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
572,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
766,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
714,E_moniMo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
891,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
662,E_alfi.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
2294,E_tavori.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
3980,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
3950,E_ornaBanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,2,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
7764,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
28017,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
1503,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,2,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
6705,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,2,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
695,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
734,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
59982,E_shaniCo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,2,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
21352,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
3235,E_katorza.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
2344,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
2554,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
1730,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
2743,E_katorza.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
2969,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,2,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
2709,P_lapid.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
2450,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
5232,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
3666,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
15645,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
26974,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
2164,E_moniMo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
1536,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
997,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
547,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
419,E_harLev.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
437,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
390,E_harLev.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
3263,P_michaeli.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,2,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
2189,P_smootchi.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
2989,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,2,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
1845,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
1689,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
805,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
851,E_alfi.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
776,E_rita.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
965,E_alfi.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,3,5e29c7b8884487028f82e333,"06/13/2022, 18:37:55"
