RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2663,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1742,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2822,E_rita.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
4048,E_moniMo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2057,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2956,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,1,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
3133,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2321,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
4104,E_shaharHasson.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
3016,P_benet.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
3238,P_michaeli.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,1,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2403,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2323,E_tavori.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
3452,E_harLev.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,1,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
3528,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2909,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2621,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1750,E_rita.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2629,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2803,E_shaharHasson.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2692,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
3764,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2520,E_moniMo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
3204,E_ivri.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2751,E_shaniCo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2381,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2553,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2137,P_peretz.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1951,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2506,E_moniMo.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
3694,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2919,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2037,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1556,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2298,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1713,E_ornaBanai.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1938,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2559,E_tavori.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1975,E_ornaBanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1981,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
3059,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2764,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,1,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2339,E_moniMo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2905,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1567,E_ivri.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2280,E_shaharHasson.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
3093,E_katorza.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1824,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1900,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
4163,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2044,E_katorza.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2294,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2438,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2583,E_ivri.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1395,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2296,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2567,E_moniMo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2987,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1572,E_moniMo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1587,E_harLev.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1981,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1798,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1807,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
3248,E_yanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2243,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2195,P_michaeli.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,3,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2418,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,1,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
3225,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
1560,E_shaharHasson.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
2732,P_lapid.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,1,5d84d32ae404a9001acc9ab2,"06/13/2022, 13:45:42"
