RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2799,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2596,E_shaharHasson.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3254,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2709,E_alfi.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3607,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3912,E_yanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2229,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3619,P_benet.jpg,P_lapid.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2290,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2286,E_moniMo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
4158,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2176,E_alfi.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
1686,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3392,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2595,P_liberman.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2891,E_harLev.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2701,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2624,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3323,E_rita.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2089,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2897,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2948,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
4563,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2760,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2342,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2422,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
4282,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
1558,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
1833,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2242,E_ornaBanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
1863,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3661,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2588,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2114,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
4574,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
4048,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2186,E_shaniCo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2449,P_liberman.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2055,P_smootchi.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2114,P_benet.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3522,E_rita.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2563,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2655,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2106,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
4502,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2064,E_tavori.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3227,E_moniMo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
1782,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2563,E_moniMo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
7815,E_rita.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2368,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
file,isFamiliar,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
E_shaharHasson.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
P_smootchi.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
E_tavori.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
E_harLev.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
P_michaeli.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
P_peretz.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
E_ivri.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
P_lapid.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
E_katorza.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
E_yanai.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
P_zamir.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
P_shaked.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
P_liberman.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
E_alfi.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
E_shaniCo.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
E_ornaBanai.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
E_moniMo.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
P_yehimovitz.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
P_benet.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
E_rita.jpg,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
age: 22,gender: F,handedness: right,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
