RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2002,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1994,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1870,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3113,E_katorza.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2292,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
4199,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1941,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1474,E_moniMo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3677,E_rita.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3351,E_ivri.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2136,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
5377,E_katorza.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1954,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2637,E_rita.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
4811,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
4932,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2837,P_lapid.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2584,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2297,E_alfi.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2161,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2325,E_ivri.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2592,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3225,E_moniMo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3254,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1713,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2516,E_shaniCo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2289,E_ivri.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
7103,E_rita.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3618,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1947,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2825,E_ivri.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
11572,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3057,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
5334,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2118,E_rita.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1937,E_moniMo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3317,E_moniMo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
29831,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2792,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3729,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1794,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3060,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
4814,E_shaharHasson.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2819,E_rita.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2243,E_tavori.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3018,E_katorza.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1810,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1662,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2067,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
4348,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
file,isFamiliar,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
E_harLev.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
E_ornaBanai.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
P_liberman.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
E_katorza.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
P_zamir.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
E_yanai.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
P_peretz.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
E_moniMo.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
P_yehimovitz.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
E_ivri.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
E_alfi.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
P_benet.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
E_rita.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
P_michaeli.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
E_shaharHasson.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
E_shaniCo.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
P_lapid.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
P_shaked.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
E_tavori.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
P_smootchi.jpg,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
age: 28,gender: F,handedness: left,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
