RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
4453,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
5675,E_rita.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
13924,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2837,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2799,E_moniMo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
1831,E_harLev.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
3806,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
3936,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2421,E_rita.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2156,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2435,E_moniMo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
6620,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
3372,E_alfi.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2908,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2105,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2310,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2953,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2035,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2663,E_ornaBanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2283,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2943,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
4787,E_rita.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
1851,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
1914,E_moniMo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2134,E_tavori.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2791,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2714,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
5248,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2977,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
1813,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2654,E_ivri.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
1623,E_moniMo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
4239,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
3406,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2039,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
1398,E_alfi.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2767,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
3983,E_alfi.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
3176,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2918,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
5455,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
7735,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2854,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2342,E_ivri.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
1807,E_katorza.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2366,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2882,E_katorza.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2726,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2756,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2575,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2175,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
4637,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
3711,E_yanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2558,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
2303,E_ornaBanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
7900,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
3744,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
file,isFamiliar,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
E_shaniCo.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
E_moniMo.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
E_alfi.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
E_tavori.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
P_zamir.jpg,0,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
P_peretz.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
P_lapid.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
E_ivri.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
E_ornaBanai.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
E_yanai.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
P_yehimovitz.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
P_benet.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
E_shaharHasson.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
P_liberman.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
P_michaeli.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
E_harLev.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
E_rita.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
P_shaked.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
E_katorza.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
P_smootchi.jpg,1,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
age: 22,gender: F,handedness: right,5fba72b83109906e0316581f,"08/14/2022, 11:44:56"
