RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3063,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
1881,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3539,E_katorza.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
4326,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2730,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2021,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2317,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2998,E_ivri.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2229,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3484,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2494,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3246,E_ornaBanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2227,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2362,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3634,P_peretz.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2208,E_ornaBanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3608,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3059,P_lapid.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2440,E_ivri.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
1937,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2752,E_rita.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2479,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2328,E_rita.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3199,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2038,E_katorza.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2598,P_lapid.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
1578,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
1669,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
1725,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2283,E_katorza.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2378,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
7341,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
1637,E_yanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3661,E_shaharHasson.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2449,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2685,E_ivri.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2140,E_moniMo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
6490,P_michaeli.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2039,E_moniMo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
1859,P_peretz.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2556,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
8684,E_moniMo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2953,E_tavori.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
1821,E_ornaBanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2730,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3970,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2362,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
file,isFamiliar,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
E_shaniCo.jpg,0,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
E_ornaBanai.jpg,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
P_liberman.jpg,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
E_yanai.jpg,0,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
E_moniMo.jpg,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
P_michaeli.jpg,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
E_alfi.jpg,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
P_benet.jpg,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
E_shaharHasson.jpg,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
E_katorza.jpg,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
E_tavori.jpg,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
P_lapid.jpg,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
E_rita.jpg,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
P_shaked.jpg,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
E_ivri.jpg,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
P_zamir.jpg,0,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
E_harLev.jpg,0,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
P_peretz.jpg,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
P_yehimovitz.jpg,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
P_smootchi.jpg,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
age: 27,gender: M,handedness: right,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
