RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed
2387,E_F_galit_gutman.png,P_F_michaeli.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5
2465,E_M_ido.png,P_M_saar.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3
2437,E_M_yuda.png,P_F_staiv.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6
2175,E_F_ninet.png,P_M_lapid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6
2266,E_F_shiri.png,P_M_saar.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6
2705,E_M_danker.png,P_M_gantz.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5
file,isFamiliar
P_M_gantz.png,1
P_M_benet.png,1
E_F_ninet.png,1
E_F_ilanit.png,1
P_M_lapid.png,1
P_F_shaked.png,1
P_M_buji.png,1
P_F_staiv.png,1
E_M_asi.png,1
P_F_michaeli.png,1
E_F_shiri.png,1
P_M_smut.png,1
E_F_rotem_sela.png,1
P_M_saar.png,1
E_M_ido.png,1
P_F_regev.png,1
E_M_danker.png,1
E_F_galit_gutman.png,1
E_M_liorA.png,1
E_M_yuda.png,1
file,imageryAns
P_M_smut.png,2
E_F_ilanit.png,1
P_F_regev.png,1
P_M_lapid.png,1
E_F_rotem_sela.png,1
E_F_galit_gutman.png,3
P_M_benet.png,1
E_M_liorA.png,2
P_F_staiv.png,2
E_M_ido.png,2
E_M_asi.png,1
E_M_yuda.png,1
E_F_ninet.png,2
P_M_saar.png,3
P_M_buji.png,2
E_M_danker.png,1
P_M_gantz.png,1
P_F_michaeli.png,2
E_F_shiri.png,1
P_F_shaked.png,1
age: 23,gender: F,handedness: right,subjectID: 8920
RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed
11937,E_M_danker.png,P_M_lapid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4
5616,P_F_shaked.png,P_M_smut.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5
3914,E_F_galit_gutman.png,P_M_buji.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6
5450,E_M_yuda.png,P_M_smut.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5
4431,E_M_asi.png,P_F_staiv.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6
3701,P_F_staiv.png,P_M_buji.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6
4924,E_F_ilanit.png,E_M_liorA.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6
3740,E_F_ilanit.png,P_M_buji.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6
3129,E_F_ninet.png,E_M_asi.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6
5163,E_F_rotem_sela.png,E_F_shiri.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6
4563,E_M_yuda.png,P_F_staiv.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6
3743,E_F_ilanit.png,P_M_gantz.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6
7821,E_F_rotem_sela.png,E_M_yuda.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4
3616,E_M_danker.png,E_M_liorA.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4
6795,E_F_galit_gutman.png,P_F_shaked.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5
3414,E_M_asi.png,P_F_michaeli.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6
3422,P_M_lapid.png,P_M_buji.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6
3700,E_M_asi.png,P_F_regev.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5
3849,P_F_shaked.png,P_F_staiv.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5
3360,E_M_danker.png,P_F_staiv.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6
4110,E_M_asi.png,E_M_ido.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5
3722,E_M_yuda.png,P_M_lapid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6
5630,E_M_ido.png,E_M_yuda.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6
3422,P_F_michaeli.png,P_M_benet.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6
4462,E_F_galit_gutman.png,E_F_rotem_sela.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5
3313,E_F_shiri.png,P_M_buji.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6
3624,E_F_ilanit.png,E_F_shiri.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6
3805,E_F_shiri.png,E_M_liorA.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6
3830,P_F_shaked.png,P_M_gantz.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5
3838,E_M_asi.png,P_M_saar.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4
3846,E_M_danker.png,P_F_regev.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6
7245,P_M_benet.png,P_M_smut.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5
