RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1968,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
3529,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1491,Entertainment_shani.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1826,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1037,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
2348,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
2024,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
2020,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
3059,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1595,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1891,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
3312,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
2175,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1732,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
3638,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
2875,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1659,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
2162,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
2555,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1370,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1958,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1427,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
2017,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1298,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1730,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1575,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1447,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1541,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1285,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1227,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1986,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
2226,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1782,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1249,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1250,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1301,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
2113,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1613,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1088,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1481,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
2476,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
2029,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1978,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1117,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1428,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1416,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1441,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1583,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1473,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1630,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1403,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
1007,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
file,isFamiliar,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Entertainment_yanai.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Politics_lapid.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Politics_michaeliM.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Entertainment_mushonov.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
E_guri2-250x310.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Entertainment_shimi.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Politics_zamir.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Politics_smootch.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Entertainment_HassonShaher.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
E_katorza2-250x341.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Entertainment_rita.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Entertainment_shani.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Entertainment_ornaBanai.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Politics_peretz.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Politics_yehimovitz.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Politics_benet.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Entertainment_har_lev.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Politics_shaked.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Entertainment_Ivri2.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
Politics_liberman2.jpg,1,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
age: 27,gender: F,handedness: right,5fbabe8f3bdaedb1377b0068,"08/07/2022, 07:04:50"
