RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
4608,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
4262,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
7292,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
2470,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
4127,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
4159,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
2214,Entertainment_HassonShaher.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
6516,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
6855,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
4089,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
2403,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
4905,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
2548,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
5790,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
3892,Entertainment_shimi.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
7967,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
5745,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
4772,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
4121,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
2831,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
3445,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
6122,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
7188,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
4608,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
6302,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
3929,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
5544,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
7655,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
4243,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
2540,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
2229,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
3681,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
6602,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
6043,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
5021,Entertainment_mushonov.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
3902,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
4036,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
file,isFamiliar,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
E_guri2-250x310.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Entertainment_shimi.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Politics_lapid.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Politics_shaked.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Politics_peretz.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Entertainment_yanai.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Entertainment_Ivri2.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Entertainment_mushonov.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Entertainment_rita.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Politics_michaeliM.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Entertainment_shani.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
E_katorza2-250x341.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Politics_zamir.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Politics_benet.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Politics_smootch.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Entertainment_HassonShaher.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Politics_liberman2.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Entertainment_har_lev.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Entertainment_ornaBanai.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
Politics_yehimovitz.jpg,1,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
age: 28,gender: M,handedness: right,5fb59b9ecada2200082c0842,"06/27/2022, 12:18:31"
