RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2448,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
1849,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
1930,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2313,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
3197,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2430,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2514,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2847,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
7296,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2130,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2111,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
3548,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2144,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2316,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
5680,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
1865,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2478,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
1928,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
9413,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
1829,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2230,Entertainment_shani.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2962,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2179,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2011,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2815,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2649,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2099,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
1882,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
1981,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
1780,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
1796,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
3063,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2763,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2763,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
4095,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
3733,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
1930,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2480,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2296,Entertainment_mushonov.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
1696,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
3130,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2494,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
1645,Entertainment_Ivri2.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2146,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2011,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2096,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2311,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
1730,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
1831,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2364,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
1896,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
1915,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2346,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
2395,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
file,isFamiliar,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Politics_yehimovitz.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Politics_benet.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Politics_michaeliM.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Politics_peretz.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Politics_shaked.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
E_katorza2-250x341.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Politics_liberman2.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Entertainment_HassonShaher.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Entertainment_shimi.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Entertainment_yanai.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Politics_zamir.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Entertainment_ornaBanai.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Politics_smootch.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Entertainment_har_lev.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Entertainment_shani.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
E_guri2-250x310.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Entertainment_Ivri2.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Entertainment_mushonov.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Politics_lapid.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
Entertainment_rita.jpg,1,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
age: 27,gender: F,handedness: left,60cf09807c3dacc3d12bd9ac,"08/07/2022, 10:09:57"
