RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
1990,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
17312,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2008,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
1805,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
3360,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
3541,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2334,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
3451,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
14909,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2833,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
5855,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
1895,Entertainment_Ivri2.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2483,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2300,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
6005,Entertainment_Ivri2.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
11370,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2295,Entertainment_HassonShaher.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
8397,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
12315,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2253,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2372,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2133,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
4636,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
13667,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
4822,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2974,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2051,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
1974,E_katorza2-250x341.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2881,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
