RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3595,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
5743,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
4180,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
4750,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
6515,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
6244,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
4968,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
5167,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
6060,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
6287,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3740,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3258,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
4212,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
5256,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3725,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3455,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
4494,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
4625,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
7365,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
4263,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
6317,Entertainment_Ivri2.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
4830,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
4393,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
4933,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
5255,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
5169,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
4078,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
6715,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3193,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
9039,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3134,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
2815,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
5422,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3711,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
5599,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
4325,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3526,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3950,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3790,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
2511,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3874,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
5777,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
2974,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3318,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
2450,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
1807,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3480,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
2751,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
4516,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
2383,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3376,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3861,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
2558,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
5261,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
2508,Entertainment_shani.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
4190,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
2970,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
2595,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
2557,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
7400,Entertainment_rita.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
3017,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13"
