RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
4948,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
3595,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
4517,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
3312,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2844,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2587,Entertainment_HassonShaher.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2740,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
5619,Entertainment_Ivri2.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
5531,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
3002,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
3937,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
4800,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2818,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2517,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
3365,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2648,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
3445,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2193,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
3097,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
4669,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2807,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
5349,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
3468,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
4066,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
1955,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2639,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
3188,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2917,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
3123,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
5440,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2388,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2948,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
3532,Entertainment_shani.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
1895,Entertainment_yanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2345,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
3520,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2531,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
1708,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
3215,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
3402,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2393,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2885,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
3129,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2045,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
2944,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
file,isFamiliar,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Entertainment_mushonov.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Entertainment_shani.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Politics_benet.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Entertainment_HassonShaher.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Politics_yehimovitz.jpg,0,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
E_guri2-250x310.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Politics_liberman2.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Politics_smootch.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Entertainment_yanai.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Politics_peretz.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Entertainment_har_lev.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Politics_shaked.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Politics_zamir.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Entertainment_ornaBanai.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
E_katorza2-250x341.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Entertainment_shimi.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Politics_lapid.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Entertainment_rita.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Entertainment_Ivri2.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
Politics_michaeliM.jpg,1,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
age: 30,gender: F,handedness: right,5f086830eaaa950643744db4,"06/28/2022, 20:05:49"
