RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
3620,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
3535,Politics_benet.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1806,Politics_shaked.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1715,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1868,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1546,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1619,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2222,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2038,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
3504,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1885,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2171,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
3136,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2137,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2619,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
3362,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2163,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2735,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2155,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2050,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1658,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
3064,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2198,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1968,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1874,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2355,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1833,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1741,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1971,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1440,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1793,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2067,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2043,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1893,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2986,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2407,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2201,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
4824,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1888,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1760,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2113,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1986,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
3176,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2457,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1594,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1640,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1862,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1771,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1671,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
1583,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
2097,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
file,isFamiliar,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Entertainment_yanai.jpg,0,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Entertainment_Ivri2.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Politics_benet.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Politics_smootch.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Politics_michaeliM.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Politics_liberman2.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Politics_shaked.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
E_katorza2-250x341.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Entertainment_shimi.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Entertainment_HassonShaher.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Entertainment_har_lev.jpg,0,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Entertainment_rita.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Entertainment_mushonov.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Entertainment_ornaBanai.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Politics_lapid.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Entertainment_shani.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Politics_yehimovitz.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Politics_zamir.jpg,0,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
Politics_peretz.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
E_guri2-250x310.jpg,1,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
age: 27,gender: M,handedness: left,5f7dd5381dd1c4000bd79104,"06/26/2022, 04:14:35"
