RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1066,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
3347,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
3979,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1541,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1354,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2118,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2171,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2847,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1850,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1001,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
962,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1470,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1532,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2263,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2362,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1999,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1305,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
962,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
976,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1353,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2450,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1626,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1301,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2221,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2717,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
5079,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
4591,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2924,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2523,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1405,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2358,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2012,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2267,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2855,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2687,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1843,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1927,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2376,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1417,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
3527,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
3490,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
3927,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
11540,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
6427,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2243,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
7714,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
19516,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2020,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1969,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2828,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2288,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
2146,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1346,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1176,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1525,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
1612,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
4507,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
file,isFamiliar,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Politics_peretz.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Entertainment_yanai.jpg,0,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Entertainment_ornaBanai.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Entertainment_Ivri2.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Entertainment_rita.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
E_katorza2-250x341.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Entertainment_shani.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Entertainment_mushonov.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Politics_shaked.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Entertainment_har_lev.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Politics_liberman2.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Entertainment_HassonShaher.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Politics_smootch.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Politics_yehimovitz.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Entertainment_shimi.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Politics_lapid.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Politics_michaeliM.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Politics_benet.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
Politics_zamir.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
E_guri2-250x310.jpg,1,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
age: 19,gender: M,handedness: right,5ef4d1dfe8792f0d4ba8c8b7,"06/23/2022, 09:15:45"
