RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
4906,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2542,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1618,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1579,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1171,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
3512,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2524,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2548,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2436,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
3609,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2004,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2648,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2500,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1994,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
3685,Entertainment_mushonov.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2165,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1566,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2898,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
3766,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2261,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1977,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1958,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2379,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2446,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2118,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2860,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2478,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2058,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1907,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1583,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2495,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2797,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
3705,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1832,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1723,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2004,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2382,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1814,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2006,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
4406,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2514,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
3270,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1498,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1969,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1470,Entertainment_Ivri2.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2989,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1636,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
1374,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
6410,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2395,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2266,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
3424,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
2870,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
file,isFamiliar,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Politics_shaked.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Politics_yehimovitz.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Politics_liberman2.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Entertainment_ornaBanai.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Entertainment_shimi.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Politics_benet.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Politics_michaeliM.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Entertainment_rita.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Politics_zamir.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Entertainment_shani.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
E_katorza2-250x341.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Entertainment_har_lev.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Entertainment_mushonov.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
E_guri2-250x310.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Entertainment_HassonShaher.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Politics_lapid.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Entertainment_yanai.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Politics_peretz.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Entertainment_Ivri2.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
Politics_smootch.jpg,1,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
age: 22,gender: M,handedness: right,5e1aed4331d8d93320bc6d4e,"06/28/2022, 15:36:33"
