RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2224,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1448,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
4326,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2672,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2088,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2642,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1558,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2652,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1694,Entertainment_Ivri2.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1374,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1820,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2094,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2287,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
4104,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1415,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1820,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1419,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2955,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1818,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2789,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1890,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1845,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2751,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1939,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2372,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
3455,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2103,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1532,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1967,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1811,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1976,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2362,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1807,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1996,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2003,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1839,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2847,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1642,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
6994,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2113,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2369,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1894,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1661,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2654,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2185,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
2664,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
1541,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
file,isFamiliar,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Entertainment_Ivri2.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
E_guri2-250x310.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Entertainment_har_lev.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Politics_peretz.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Entertainment_rita.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Politics_shaked.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Politics_lapid.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Politics_smootch.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Entertainment_yanai.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Politics_zamir.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
E_katorza2-250x341.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Politics_liberman2.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Politics_yehimovitz.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Entertainment_shimi.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Entertainment_ornaBanai.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Entertainment_shani.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Entertainment_HassonShaher.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Politics_michaeliM.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Politics_benet.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
Entertainment_mushonov.jpg,1,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
age: 25,gender: F,handedness: right,5fcb61f36829ff0e3cdae353,"06/29/2022, 14:27:07"
