RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2284,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2264,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1767,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2206,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1942,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
3177,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1969,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2099,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2685,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
5292,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2129,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2055,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2101,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1494,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2436,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1809,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1712,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1936,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1988,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1753,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1489,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1889,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1935,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2244,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1689,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2758,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
3156,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2657,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1909,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2642,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2560,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2295,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2105,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1858,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1826,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1673,Entertainment_rita.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1982,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2627,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2296,Entertainment_Ivri2.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1750,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2385,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1786,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1986,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2224,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
3202,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
2158,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
1856,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
file,isFamiliar,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Entertainment_har_lev.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
E_guri2-250x310.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Entertainment_shani.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Entertainment_ornaBanai.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Politics_benet.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Entertainment_HassonShaher.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Politics_shaked.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Politics_michaeliM.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Politics_liberman2.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Politics_yehimovitz.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Politics_smootch.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Politics_lapid.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Entertainment_shimi.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
E_katorza2-250x341.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Entertainment_Ivri2.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Politics_zamir.jpg,0,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Entertainment_rita.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Politics_peretz.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Entertainment_mushonov.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
Entertainment_yanai.jpg,1,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
age: 29,gender: F,handedness: right,60082867cb3cd93a37f2e649,"06/27/2022, 11:56:36"
