RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2423,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
1932,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
5011,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2208,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
1943,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
3434,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2401,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2848,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2076,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
4047,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
1698,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2702,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2957,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2603,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2588,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2219,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
4258,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
1939,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
3934,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2618,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
3946,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2870,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
3511,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2760,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2536,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
1949,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
1779,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
3739,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2130,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
3063,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
1910,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
3609,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2804,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2695,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
6030,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2404,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
3686,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
1928,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
4733,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
3193,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2343,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2851,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
1792,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2570,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
1822,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2200,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2148,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
1889,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
3111,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2889,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2429,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
1827,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2311,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
2200,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
file,isFamiliar,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
E_F_Dawn_Roma_French.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
E_M_Michael_McIntyr.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
E_F_Jennifer_Saunders.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
P_F_nicola_sturge.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
P_M_keir_starmer.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
P_M_nigel_farage.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
P_M_jeremy_corbyn.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
P_F_Theresa_May.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
P_M_Gordon_Brown.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
P_M_Tony_Blair.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
E_M_Simon_Pegg.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
E_M_Peter_Kay.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
E_M_Jimmy_Carr.png,1,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
E_F_Julie_Walters.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
P_M_Michael_Gove.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
E_M_Ewan_McGregor.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
E_F_Sarah_Millican.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
E_M_Russell_Howard.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
P_M_david_camer.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
P_M_Sajid_Javid.png,0,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
age: 19,gender: Male,handedness: right,5d0d0446da74930017b3a8b9,"07/12/2022, 16:45:36"
