RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1580,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2440,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1410,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2885,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1575,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
10235,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2203,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1081,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5090,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3525,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1303,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2720,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3852,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2062,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2487,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1619,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1438,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2328,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1233,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
4507,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1409,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1656,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1378,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3145,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1264,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
4140,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1742,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1212,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
4954,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
8236,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1313,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2076,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1236,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1669,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3777,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
4298,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2309,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1531,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1423,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2362,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1919,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1880,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1846,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1820,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1565,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2558,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2475,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
file,isFamiliar,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
P_M_david_camer.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
E_M_Michael_McIntyr.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
P_M_keir_starmer.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
E_F_Julie_Walters.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
P_F_nicola_sturge.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
P_M_Michael_Gove.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
P_M_nigel_farage.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
P_F_Theresa_May.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
E_F_Sarah_Millican.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
P_M_jeremy_corbyn.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
E_F_Jennifer_Saunders.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
E_M_Ewan_McGregor.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
P_M_Tony_Blair.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
E_M_Jimmy_Carr.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
E_M_Peter_Kay.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
P_M_Gordon_Brown.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
E_M_Simon_Pegg.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
P_M_Sajid_Javid.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
E_F_Dawn_Roma_French.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
E_M_Russell_Howard.png,0,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
age: 27,gender: Female,handedness: right,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
