RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
6340,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
6247,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5391,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5650,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5272,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3999,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5876,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
4595,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
6194,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
4303,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3772,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2849,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
15636,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2734,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
6030,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
16294,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5058,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5011,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
10253,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3327,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3078,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3187,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5357,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3218,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
4332,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5640,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
6403,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
4228,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2238,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2958,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1559,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2344,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3878,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1894,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2052,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
6699,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1666,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3474,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5466,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2297,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
4964,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
4244,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5029,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
7025,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2566,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3180,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3734,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2077,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2915,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5944,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
10197,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
12432,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3576,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3133,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
4059,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
4323,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
7202,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
8962,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1423,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2433,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5213,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2698,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3009,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3855,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3109,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1990,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
10099,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1809,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2591,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
4231,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1847,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
10645,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
73028,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
7448,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3326,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3256,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5315,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5919,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
41209,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
11641,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
8111,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5886,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
4765,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2901,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2538,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2413,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
4554,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3635,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3931,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5348,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3572,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1820,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1543,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
7863,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2397,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3598,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2735,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2709,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3845,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3113,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1801,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2249,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2584,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3696,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2829,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2484,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1259,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1837,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
6914,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
6162,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1973,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1612,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1297,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2150,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3676,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1748,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1457,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3272,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2301,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2472,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
