RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1877,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1531,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1903,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1525,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
3821,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2716,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1726,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1721,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
3018,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1392,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1929,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2679,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2014,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2119,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1767,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2339,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
3482,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2033,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2295,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1481,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1542,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1788,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1970,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2291,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2825,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2043,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1465,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2299,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1543,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2891,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2849,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1814,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1511,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2481,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1752,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1752,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2172,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2532,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2055,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1815,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2188,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1841,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2143,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1977,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
3029,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1935,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1680,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1823,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
4847,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2177,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2864,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1745,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
2455,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1991,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
1962,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
file,isFamiliar,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
E_F_Jennifer_Saunders.png,0,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
P_M_jeremy_corbyn.png,0,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
E_F_Sarah_Millican.png,1,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
E_M_Russell_Howard.png,0,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
P_F_nicola_sturge.png,0,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
E_M_Peter_Kay.png,0,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
P_M_david_camer.png,1,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
P_M_Sajid_Javid.png,0,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
P_M_Michael_Gove.png,0,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
E_M_Ewan_McGregor.png,1,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
E_M_Michael_McIntyr.png,1,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
P_M_Gordon_Brown.png,0,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
P_M_keir_starmer.png,0,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
E_M_Simon_Pegg.png,0,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
E_F_Julie_Walters.png,0,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
E_M_Jimmy_Carr.png,0,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
E_F_Dawn_Roma_French.png,0,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
P_F_Theresa_May.png,0,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
P_M_nigel_farage.png,0,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
P_M_Tony_Blair.png,0,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
age: 31,gender: Male,handedness: right,5ed539ff129cb40aacbbce90,"07/12/2022, 08:35:29"
