RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
3235,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
1862,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
3301,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
1996,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
4030,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
3102,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
1957,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2351,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2371,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2032,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
3757,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
4310,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2059,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
1602,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2618,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
1994,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
3142,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2616,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
1575,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
1728,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2002,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
1758,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2577,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2303,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2356,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
1923,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
1953,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
1507,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2350,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
3362,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
1796,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2118,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2332,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
3234,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
1978,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2971,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
3644,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2401,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2355,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2714,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2253,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
4047,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2995,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2624,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
4066,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2257,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
2917,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
4169,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
1831,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
1704,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
file,isFamiliar,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
E_M_Ewan_McGregor.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
P_M_nigel_farage.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
E_F_Sarah_Millican.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
E_F_Jennifer_Saunders.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
P_M_Gordon_Brown.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
E_M_Michael_McIntyr.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
E_F_Dawn_Roma_French.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
P_M_Michael_Gove.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
P_F_nicola_sturge.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
E_M_Peter_Kay.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
P_M_Tony_Blair.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
E_M_Russell_Howard.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
E_M_Jimmy_Carr.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
E_M_Simon_Pegg.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
P_M_keir_starmer.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
P_M_Sajid_Javid.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
E_F_Julie_Walters.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
P_F_Theresa_May.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
P_M_david_camer.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
P_M_jeremy_corbyn.png,0,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
age: 26,gender: Female,handedness: right,5ef0ca308c145113d9353b22,"07/12/2022, 13:49:37"
