RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
6358,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2717,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3162,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2840,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
5639,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3547,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3394,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3343,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2567,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3361,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3379,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2989,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2792,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3397,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
5719,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
5439,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3268,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
4291,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
4343,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2952,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2579,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3099,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3673,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3173,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
5572,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3298,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3287,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
6791,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2953,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2646,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
6348,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
5047,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3654,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
54196,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3965,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
5221,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2755,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3314,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3723,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3227,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3140,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
5792,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
5025,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3025,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3409,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3397,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3574,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
4267,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3131,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
4365,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
5002,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3312,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3326,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3176,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3354,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
6202,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3684,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3342,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3100,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
4296,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3487,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2998,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3627,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3910,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3672,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3934,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3884,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
4079,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3001,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2847,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3045,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2592,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2652,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3479,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2954,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
4447,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3373,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
4488,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3470,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2807,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2941,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3586,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3203,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3144,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
4647,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3226,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2711,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2692,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3198,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3139,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
5193,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3674,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2675,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3140,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2746,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3281,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3649,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3081,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
6250,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3563,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3274,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2921,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2416,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2789,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3134,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3422,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2964,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2980,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
4193,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
5457,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2657,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
4796,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2948,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3968,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3952,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3477,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3436,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2769,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3036,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3187,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
4287,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
3030,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2686,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2612,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
2685,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
6765,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
4322,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f75cfbb3e500727c8c97631,"07/10/2022, 11:13:01"
