RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
5361,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
7398,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
6818,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3817,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3340,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
6080,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
4092,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
5031,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2990,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
7617,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
8084,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3853,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2944,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
6475,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3694,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3778,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
6232,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3335,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
4152,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3162,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2080,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2022,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
4530,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2421,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
6342,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3402,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
4020,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3659,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3633,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
5548,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2112,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2551,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2776,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2724,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2847,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2590,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2748,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3640,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2169,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2089,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3232,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3167,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2046,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
4794,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3258,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2551,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2140,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2593,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3701,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2796,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
1838,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3287,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
4522,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2538,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
4000,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3405,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
1959,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3931,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2529,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3061,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3602,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2197,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2761,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
5172,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2991,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
4887,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2649,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
6563,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2145,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
3893,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2237,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
2190,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d1d8aaf32ab4a00013fadb7,"07/12/2022, 11:45:12"
