RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3237,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2769,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2905,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2533,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2290,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
6070,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3974,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
4541,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3041,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2591,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2951,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
5461,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2638,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2162,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3805,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3181,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3134,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3860,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
4152,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
4587,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3713,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2589,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3184,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2465,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
1752,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3025,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3307,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2519,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3552,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2338,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3967,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
1805,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2187,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2116,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2736,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3157,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3558,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3560,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2477,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3061,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2504,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
1702,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
1906,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
1738,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3892,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2783,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2202,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2554,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2442,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
3195,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
2038,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
file,isFamiliar,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
E_M_Peter_Kay.png,0,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
P_F_nicola_sturge.png,0,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
P_M_jeremy_corbyn.png,0,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
P_M_Gordon_Brown.png,0,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
P_M_david_camer.png,0,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
P_M_Sajid_Javid.png,0,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
E_M_Jimmy_Carr.png,1,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
P_M_Michael_Gove.png,0,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
E_M_Michael_McIntyr.png,1,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
P_M_keir_starmer.png,0,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
E_F_Jennifer_Saunders.png,0,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
E_F_Dawn_Roma_French.png,0,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
P_M_Tony_Blair.png,0,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
E_M_Ewan_McGregor.png,0,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
P_F_Theresa_May.png,0,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
E_F_Julie_Walters.png,0,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
E_M_Russell_Howard.png,0,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
P_M_nigel_farage.png,1,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
E_M_Simon_Pegg.png,1,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
E_F_Sarah_Millican.png,1,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
age: 27,gender: Male,handedness: right,6166eb40f3fdb397f7333849,"07/12/2022, 09:50:52"
