RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
33906,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
3862,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
22347,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
2930,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
2567,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
2423,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
2051,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
7574,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
3477,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
file,isFamiliar,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
P_F_Theresa_May.png,0,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
E_M_Peter_Kay.png,0,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
P_M_Tony_Blair.png,0,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
E_M_Michael_McIntyr.png,1,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
P_M_keir_starmer.png,1,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
P_M_Sajid_Javid.png,0,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
E_F_Julie_Walters.png,0,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
E_M_Jimmy_Carr.png,0,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
E_M_Simon_Pegg.png,1,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
P_M_Michael_Gove.png,0,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
P_F_nicola_sturge.png,0,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
E_M_Ewan_McGregor.png,0,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
E_M_Russell_Howard.png,0,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
P_M_david_camer.png,0,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
P_M_jeremy_corbyn.png,0,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
E_F_Sarah_Millican.png,0,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
E_F_Jennifer_Saunders.png,0,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
P_M_nigel_farage.png,0,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
P_M_Gordon_Brown.png,1,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
E_F_Dawn_Roma_French.png,0,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
age: 28,gender: Male,handedness: right,5c755dae2dc85100015025b2,"07/12/2022, 11:26:57"
