RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1958,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
4014,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2054,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2032,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2873,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2007,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1948,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1420,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
4280,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1821,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1848,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1930,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2237,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
4364,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1664,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2533,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2249,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3657,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3138,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1490,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2126,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2070,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2375,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1435,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2774,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1884,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3141,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3001,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2511,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2296,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2393,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2628,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2158,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2998,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1557,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2641,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1827,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3080,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1651,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2035,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1587,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1784,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2640,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2930,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1700,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2140,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3540,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
file,isFamiliar,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
P_M_Sajid_Javid.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
E_M_Michael_McIntyr.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
P_F_nicola_sturge.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
E_M_Peter_Kay.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
E_M_Simon_Pegg.png,1,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
P_M_Tony_Blair.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
E_M_Jimmy_Carr.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
P_F_Theresa_May.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
E_F_Julie_Walters.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
E_F_Dawn_Roma_French.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
P_M_keir_starmer.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
P_M_nigel_farage.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
P_M_david_camer.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
P_M_Michael_Gove.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
P_M_Gordon_Brown.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
P_M_jeremy_corbyn.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
E_F_Jennifer_Saunders.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
E_M_Ewan_McGregor.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
E_M_Russell_Howard.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
E_F_Sarah_Millican.png,0,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
age: 25,gender: Male,handedness: right,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
