RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1953,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
5763,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1939,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1715,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
2197,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
4150,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
3097,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
2342,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
2855,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
6874,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1721,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
2361,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1831,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1583,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
2054,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
2159,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
5663,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
2017,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
3290,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
2892,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1882,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1853,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1762,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1737,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1999,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
2043,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
2053,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
2017,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
24133,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1548,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
7174,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
3414,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1952,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1852,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
2422,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
4669,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
2205,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
52928,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1827,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1489,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1673,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1381,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1546,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
5096,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
2045,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
6895,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
1481,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
file,isFamiliar,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
E_F_Dawn_Roma_French.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
E_M_Ewan_McGregor.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
P_F_Theresa_May.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
P_M_Sajid_Javid.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
P_M_Michael_Gove.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
E_F_Jennifer_Saunders.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
E_M_Michael_McIntyr.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
P_M_nigel_farage.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
E_F_Sarah_Millican.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
E_M_Simon_Pegg.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
E_F_Julie_Walters.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
P_M_keir_starmer.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
P_F_nicola_sturge.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
P_M_david_camer.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
P_M_jeremy_corbyn.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
E_M_Jimmy_Carr.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
P_M_Tony_Blair.png,1,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
P_M_Gordon_Brown.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
E_M_Russell_Howard.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
E_M_Peter_Kay.png,0,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
age: 26,gender: Female,handedness: left,61327d64b2aa927d577068da,"07/10/2022, 11:49:49"
