RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
3295,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1951,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1535,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
2038,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1602,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1782,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
5175,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1652,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1478,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1522,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1351,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
3008,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1310,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1470,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
3527,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1511,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1423,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1423,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
2566,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
2014,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
2083,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
2206,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
2334,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1486,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1646,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1324,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1528,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1503,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1512,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
3783,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1302,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1865,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1325,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1499,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1646,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
2900,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
2295,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1692,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1447,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1479,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1575,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
2639,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1455,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1319,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1711,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1366,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
3134,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1343,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1639,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1507,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
1686,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
file,isFamiliar,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
E_F_Dawn_Roma_French.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
P_M_Gordon_Brown.png,1,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
P_M_nigel_farage.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
P_M_Michael_Gove.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
P_F_Theresa_May.png,1,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
P_M_keir_starmer.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
E_M_Michael_McIntyr.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
P_M_Sajid_Javid.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
P_M_Tony_Blair.png,1,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
E_F_Jennifer_Saunders.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
P_M_david_camer.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
E_F_Sarah_Millican.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
E_M_Peter_Kay.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
P_M_jeremy_corbyn.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
E_M_Jimmy_Carr.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
E_M_Simon_Pegg.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
P_F_nicola_sturge.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
E_M_Ewan_McGregor.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
E_M_Russell_Howard.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
E_F_Julie_Walters.png,0,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
age: 33,gender: Female,handedness: right,5c0d109e73986d0001785b39,"07/12/2022, 08:53:14"
