RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2433,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
3710,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
3324,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
3000,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2141,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2639,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
3732,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2286,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2508,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
3532,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2867,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2756,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2559,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2211,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
1926,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2149,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2154,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
3289,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2367,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
1847,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2367,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2753,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2299,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2341,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2078,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2459,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2536,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2777,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
3052,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2090,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2906,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
1668,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
3146,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2913,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2120,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
5170,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2206,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
1873,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2152,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2272,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2606,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2414,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2590,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2401,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
3180,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
1911,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
4595,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
3349,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
5697,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
3346,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2129,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2696,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2074,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2139,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2697,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
3179,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2246,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2064,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2878,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
2334,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e7347436a460d0008afbe91,"07/12/2022, 10:00:54"
