RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
968,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
1314,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
980,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
944,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
815,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
1009,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
1145,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
787,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
938,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
833,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
1993,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
1442,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
890,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
998,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
1424,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
1455,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
1395,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
1174,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
1153,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
1611,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
931,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
989,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
971,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
826,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
888,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
899,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
1416,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
1048,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
851,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
file,isFamiliar,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
E_M_Michael_McIntyr.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
E_F_Sarah_Millican.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
P_M_Gordon_Brown.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
E_M_Ewan_McGregor.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
P_M_jeremy_corbyn.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
P_M_keir_starmer.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
P_M_Michael_Gove.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
E_M_Jimmy_Carr.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
P_M_david_camer.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
P_F_nicola_sturge.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
P_M_Sajid_Javid.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
E_M_Russell_Howard.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
E_M_Peter_Kay.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
E_F_Julie_Walters.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
P_M_nigel_farage.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
P_F_Theresa_May.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
P_M_Tony_Blair.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
E_M_Simon_Pegg.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
E_F_Dawn_Roma_French.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
E_F_Jennifer_Saunders.png,0,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
age: 25,gender: Female,handedness: right,5f82fd997dab234303560326,"07/12/2022, 16:36:04"
