RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
2552,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
2109,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
2752,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
2018,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
2363,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
3475,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
2994,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
2784,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
2235,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
file,isFamiliar,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
P_M_david_camer.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
E_M_Ewan_McGregor.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
E_F_Julie_Walters.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
E_F_Dawn_Roma_French.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
P_M_nigel_farage.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
P_M_keir_starmer.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
P_M_Gordon_Brown.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
P_M_Michael_Gove.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
P_M_Tony_Blair.png,1,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
E_F_Jennifer_Saunders.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
P_F_Theresa_May.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
E_M_Jimmy_Carr.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
E_F_Sarah_Millican.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
P_M_jeremy_corbyn.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
E_M_Michael_McIntyr.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
P_F_nicola_sturge.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
E_M_Simon_Pegg.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
E_M_Peter_Kay.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
P_M_Sajid_Javid.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
E_M_Russell_Howard.png,0,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
age: 25,gender: Male,handedness: right,6068a8973da6db3710d57b12,"07/12/2022, 10:13:07"
