RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1267,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
6520,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1660,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1354,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
3565,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1512,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1690,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
972,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
5021,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1452,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
2367,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
11112,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1077,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1075,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1140,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1460,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
3863,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
3934,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1683,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1465,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1437,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
9311,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
887,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
977,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
7467,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1181,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1879,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
2465,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
2634,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1208,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
2935,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
2033,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1005,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
3083,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
2985,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
3107,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1543,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
2996,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
3293,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1335,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1917,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1986,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
2630,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1629,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
984,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1360,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
2414,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
2324,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
966,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1800,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1344,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
6441,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
2143,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1274,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1290,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1331,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
2750,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1501,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
2113,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1434,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
2904,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1920,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1352,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1302,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1360,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
3106,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
1657,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
2119,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fdbe1363c332cd3027e3c6,"07/12/2022, 11:57:01"
