RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
3086,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
3349,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
2688,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
4029,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
5236,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
4801,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
6221,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
3722,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
4087,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
4823,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
3831,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
3172,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
5801,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
4072,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
3734,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
6001,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
4232,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
4332,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
5626,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
3227,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
2482,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
2645,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
3321,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
3791,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
3583,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
2847,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
2899,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
2626,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
file,isFamiliar,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
P_M_Gordon_Brown.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
P_M_jeremy_corbyn.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
E_M_Ewan_McGregor.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
E_F_Dawn_Roma_French.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
E_M_Jimmy_Carr.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
P_M_nigel_farage.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
P_M_Sajid_Javid.png,0,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
P_F_Theresa_May.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
E_M_Simon_Pegg.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
E_F_Jennifer_Saunders.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
P_M_david_camer.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
E_M_Russell_Howard.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
E_M_Peter_Kay.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
P_M_keir_starmer.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
E_F_Sarah_Millican.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
E_F_Julie_Walters.png,0,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
P_M_Tony_Blair.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
E_M_Michael_McIntyr.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
P_F_nicola_sturge.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
P_M_Michael_Gove.png,1,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
age: 25,gender: Male,handedness: right,5fb7f2531f7e24425ac7c8c3,"06/30/2022, 09:26:04"
