RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
919,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
903,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
941,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
918,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1695,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
878,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1061,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
943,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
799,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
950,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1135,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1431,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
999,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
919,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
886,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
911,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
864,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
831,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
2349,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
2440,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1015,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
822,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1583,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1047,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1085,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1038,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1143,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
966,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1231,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
959,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
967,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1070,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
966,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
894,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1174,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
894,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
823,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1007,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
910,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
871,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
927,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
935,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1703,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1568,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1470,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
3986,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
2367,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1952,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1807,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1559,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1157,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
1039,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
file,isFamiliar,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
E_M_Russell_Howard.png,0,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
E_F_Dawn_Roma_French.png,0,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
E_F_Julie_Walters.png,0,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
P_M_jeremy_corbyn.png,1,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
P_M_Sajid_Javid.png,0,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
E_M_Jimmy_Carr.png,1,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
P_M_Tony_Blair.png,1,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
P_M_david_camer.png,1,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
E_F_Jennifer_Saunders.png,0,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
E_M_Ewan_McGregor.png,0,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
E_M_Simon_Pegg.png,0,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
E_F_Sarah_Millican.png,0,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
P_M_Michael_Gove.png,0,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
P_F_nicola_sturge.png,0,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
E_M_Michael_McIntyr.png,0,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
P_F_Theresa_May.png,1,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
P_M_nigel_farage.png,1,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
P_M_Gordon_Brown.png,1,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
P_M_keir_starmer.png,0,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
E_M_Peter_Kay.png,0,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
age: 35,gender: Male,handedness: right,5d71640e8a1bff0001d88e70,"06/30/2022, 07:20:24"
