RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2772,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
3710,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
4259,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
3728,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2516,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
3930,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2315,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
3757,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
3100,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2235,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2235,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2004,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2845,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2276,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2037,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2768,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
5023,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2251,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
6794,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
3939,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
4338,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
4992,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
