RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
1050,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
798,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
819,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
963,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
file,isFamiliar,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
P_M_Gordon_Brown.png,1,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
E_M_Michael_McIntyr.png,1,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
E_M_Peter_Kay.png,1,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
E_M_Russell_Howard.png,1,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
E_F_Sarah_Millican.png,0,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
P_M_nigel_farage.png,1,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
P_M_Sajid_Javid.png,1,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
E_F_Julie_Walters.png,0,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
E_M_Ewan_McGregor.png,0,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
E_F_Jennifer_Saunders.png,0,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
E_F_Dawn_Roma_French.png,0,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
P_F_nicola_sturge.png,1,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
E_M_Jimmy_Carr.png,1,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
P_F_Theresa_May.png,1,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
P_M_Tony_Blair.png,1,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
P_M_david_camer.png,1,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
P_M_Michael_Gove.png,1,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
E_M_Simon_Pegg.png,0,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
P_M_keir_starmer.png,1,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
P_M_jeremy_corbyn.png,1,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
age: 25,gender: Male,handedness: left,6140620d3e937d82f30ce289,"06/30/2022, 11:43:38"
