RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2535,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
1498,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2410,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2271,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2501,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2474,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2703,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2239,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
3690,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
4070,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
4290,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2143,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
3702,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
3922,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2771,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2098,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2172,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2354,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
3417,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
5373,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
3600,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2129,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
4082,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
7218,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
4920,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2060,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2289,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
1872,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
4371,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
3224,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2165,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2982,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
3262,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
1906,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
1505,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2068,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
1691,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2645,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
3478,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
1652,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
1621,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
4368,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
1784,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2450,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2482,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
3704,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2489,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2278,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
1889,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2547,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2648,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2540,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
4402,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2540,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2342,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2208,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
3820,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
4046,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2945,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2189,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2636,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
1842,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
2297,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f262b3018c68e27aebdd170,"06/30/2022, 09:21:48"
