RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
12704,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
4824,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
2602,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
3965,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
5497,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
3900,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
6259,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
4417,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
6504,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
4982,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
2285,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
2542,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
3462,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
3240,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
3474,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
8635,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
7192,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
3020,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
3572,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
3609,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
3632,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
3768,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
4013,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
3438,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
11298,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
file,isFamiliar,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
E_F_Jennifer_Saunders.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
E_M_Jimmy_Carr.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
E_M_Russell_Howard.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
E_M_Simon_Pegg.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
E_F_Julie_Walters.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
E_F_Dawn_Roma_French.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
P_M_Michael_Gove.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
P_M_nigel_farage.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
P_M_Tony_Blair.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
P_F_nicola_sturge.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
P_M_keir_starmer.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
E_F_Sarah_Millican.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
E_M_Michael_McIntyr.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
E_M_Peter_Kay.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
P_M_Sajid_Javid.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
P_M_Gordon_Brown.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
P_M_david_camer.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
E_M_Ewan_McGregor.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
P_M_jeremy_corbyn.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
P_F_Theresa_May.png,1,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
age: 33,gender: Male,handedness: ambidextrous,614afe29d2edbc484f004cc6,"06/30/2022, 12:02:23"
