RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
15778,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
1441,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2469,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
9127,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
6184,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
7996,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
6658,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2475,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2550,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
4369,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2521,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2331,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
3097,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
18985,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
61128,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2179,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2473,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
1928,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
14588,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2681,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2163,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
8501,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
7389,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2024,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2119,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
44593,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2961,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
1689,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2732,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2947,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
4599,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2747,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2441,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
3274,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2566,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
5288,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
11334,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
225667,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
1245,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
1785,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
61994,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
13757,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
66447,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2463,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
53673,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
9838,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
5831,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
4335,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2295,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
3523,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
4852,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
72595,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
4419,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
3749,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
3196,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
1972,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2639,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
2168,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
3042,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
4143,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,600b3f24668a930a525a0b47,"06/30/2022, 12:26:35"
