RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
2701,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
21844,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
4257,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
5534,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
5185,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
4095,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
3857,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
5326,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
3591,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
4728,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
9852,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
5712,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
6426,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
3987,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
8170,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
21679,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
3212,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
5066,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
5583,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
7225,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
8439,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
7552,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
3522,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
2641,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
9357,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
3902,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
4428,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
16667,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
5579,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
2764,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
4842,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
4745,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
3448,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
2844,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
5216,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
5502,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
4278,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
4748,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
file,isFamiliar,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
E_M_Jimmy_Carr.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
P_F_nicola_sturge.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
P_M_Sajid_Javid.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
E_M_Peter_Kay.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
E_F_Sarah_Millican.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
P_M_Michael_Gove.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
P_M_jeremy_corbyn.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
P_M_keir_starmer.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
P_M_Gordon_Brown.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
E_F_Jennifer_Saunders.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
E_M_Simon_Pegg.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
P_M_Tony_Blair.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
E_M_Ewan_McGregor.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
E_F_Dawn_Roma_French.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
E_M_Michael_McIntyr.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
E_F_Julie_Walters.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
P_M_david_camer.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
E_M_Russell_Howard.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
P_F_Theresa_May.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
P_M_nigel_farage.png,1,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
age: 28,gender: Female,handedness: right,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
