RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
4354,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
2676,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
4066,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
6520,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
3361,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
8390,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
2919,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
4057,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
7739,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
4234,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
21344,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
4882,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
16198,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
8107,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
23600,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
12190,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
6456,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
5102,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
3206,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
7675,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
13740,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5a5aa4eaacc75b00017a52b8,"06/30/2022, 09:37:11"
