RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
1886,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
4245,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
3519,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
6386,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
2347,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
2860,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
2686,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
2407,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
4011,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
1889,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
4995,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
13275,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
2383,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
8324,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
2768,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
2197,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
2088,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
12391,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
7475,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
5693,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
15567,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
3308,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
14974,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
2697,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
3368,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
2438,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
4184,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
2663,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
2193,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
3929,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
2719,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
4866,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
2206,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
5109,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
21394,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
9324,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
2917,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
1895,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
3997,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
3741,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
7227,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
4419,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
3292,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
4099,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
4836,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
11341,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
6277,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
file,isFamiliar,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
E_M_Jimmy_Carr.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
P_M_Michael_Gove.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
E_M_Simon_Pegg.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
E_M_Ewan_McGregor.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
E_M_Russell_Howard.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
E_F_Dawn_Roma_French.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
P_M_Sajid_Javid.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
E_F_Julie_Walters.png,0,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
P_M_david_camer.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
P_F_Theresa_May.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
E_M_Michael_McIntyr.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
P_M_Gordon_Brown.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
E_F_Sarah_Millican.png,0,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
E_M_Peter_Kay.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
P_M_jeremy_corbyn.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
P_M_keir_starmer.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
P_M_Tony_Blair.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
E_F_Jennifer_Saunders.png,0,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
P_F_nicola_sturge.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
P_M_nigel_farage.png,1,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
age: 31,gender: Male,handedness: right,62b970e418ba08e882a25802,"06/30/2022, 09:29:37"
