RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
2427,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
2165,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
1998,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
3776,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
3927,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
2421,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
3309,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
1784,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
3189,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
2150,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
2506,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
3427,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
2356,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
4775,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
3753,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
3539,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
1898,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
5340,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
2149,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
2110,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
1639,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
2046,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
1775,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
2165,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
1942,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
1950,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
1523,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
3547,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
2269,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
2642,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
3911,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
3395,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
1950,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
3634,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
2444,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
5729,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
3196,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
1863,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
1768,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
2862,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
1545,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
4522,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
1713,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
1656,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
file,isFamiliar,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
E_F_Jennifer_Saunders.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
P_M_Michael_Gove.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
E_F_Sarah_Millican.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
P_M_nigel_farage.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
E_M_Russell_Howard.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
P_M_Gordon_Brown.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
P_M_david_camer.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
E_M_Simon_Pegg.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
E_M_Michael_McIntyr.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
P_F_Theresa_May.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
P_M_keir_starmer.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
E_M_Ewan_McGregor.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
E_M_Peter_Kay.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
P_F_nicola_sturge.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
E_F_Dawn_Roma_French.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
P_M_jeremy_corbyn.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
P_M_Sajid_Javid.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
E_F_Julie_Walters.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
P_M_Tony_Blair.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
E_M_Jimmy_Carr.png,1,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
age: 34,gender: Male,handedness: right,62b05f634c3eb9d685c6dfab,"06/30/2022, 11:48:04"
