RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
1887,E_F_keira_knightley.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
1856,E_F_angelina_jolie.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
2026,P_M_bill_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
2272,E_F_Kate_Winslet.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
2011,E_F_Kate_Winslet.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
1951,E_F_jennifer_aniston.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
5032,P_F_hillary_clinton.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
2027,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
6623,P_M_bill_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
6331,E_M_tom_hankes.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
4881,E_M_robert_de_niro.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
2301,E_M_robert_de_niro.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
2175,E_M_Hugh_Grant.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
4496,E_M_Hugh_Grant.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
2572,E_F_angelina_jolie.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
3606,E_F_keira_knightley.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
2505,P_M_donald_trump.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
5441,P_F_hillary_clinton.png,P_F_nicola_sturgeon.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
2482,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
1854,P_F_hillary_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
2039,E_M_robert_de_niro.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
4967,E_F_angelina_jolie.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
2250,P_M_david_cameron.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
file,isFamiliar,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
E_F_angelina_jolie.png,0,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
P_F_nicola_sturgeon.png,0,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
P_M_Tony_Blair.png,0,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
E_M_tom_hankes.png,0,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
P_M_david_cameron.png,0,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
P_M_donald_trump.png,0,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
E_F_Judi_Dench.png,1,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
E_F_keira_knightley.png,0,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
E_M_Hugh_Grant.png,0,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
P_F_hillary_clinton.png,1,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
E_F_sandra_bullock.png,1,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
P_M_boris_johnson.png,0,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
P_F_tehresy_may.png,0,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
E_F_Kate_Winslet.png,1,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
P_M_george_Wbush.png,1,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
E_M_michael_caine.png,0,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
E_M_robert_de_niro.png,0,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
E_F_jennifer_aniston.png,0,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
E_M_nicolas_cage.png,0,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
P_M_bill_clinton.png,0,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
age: 33,gender: Female,handedness: left,59712abaafd8a4000160ff35,"05/06/2022, 10:51:38"
