RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3084,E_F_angelina_jolie.png,E_F_jennifer_aniston.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3078,E_F_keira_knightley.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2541,E_F_Kate_Winslet.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
7806,E_F_keira_knightley.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3929,P_F_hillary_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2468,E_F_angelina_jolie.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3469,E_F_jennifer_aniston.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3933,P_F_hillary_clinton.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2780,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2730,E_M_Hugh_Grant.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2728,E_M_michael_caine.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2398,P_F_nicola_sturgeon.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2951,E_M_robert_de_niro.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3291,E_F_Kate_Winslet.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
4611,E_F_Judi_Dench.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3202,E_F_sandra_bullock.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2068,E_M_michael_caine.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2822,E_F_jennifer_aniston.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3461,E_F_keira_knightley.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
4117,E_F_Judi_Dench.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2401,E_M_Hugh_Grant.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2458,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3662,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2831,E_F_angelina_jolie.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3834,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2433,E_F_angelina_jolie.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2613,E_F_angelina_jolie.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2130,P_F_nicola_sturgeon.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
1924,E_F_angelina_jolie.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2778,E_M_Hugh_Grant.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2058,E_F_Judi_Dench.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2309,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2444,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2963,E_F_angelina_jolie.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3799,P_F_hillary_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2286,E_F_sandra_bullock.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2257,E_M_tom_hankes.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
4818,E_F_jennifer_aniston.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3279,E_F_Kate_Winslet.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3084,E_M_Hugh_Grant.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3273,E_F_Judi_Dench.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2689,E_F_Kate_Winslet.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
5127,E_F_jennifer_aniston.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3433,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2049,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2412,E_F_sandra_bullock.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3165,E_F_jennifer_aniston.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
4350,E_F_angelina_jolie.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
4481,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
4068,E_M_Hugh_Grant.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
2385,E_M_Hugh_Grant.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
3509,P_M_bill_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
file,isFamiliar,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
E_F_jennifer_aniston.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
P_M_donald_trump.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
P_F_nicola_sturgeon.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
P_M_bill_clinton.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
P_F_hillary_clinton.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
E_F_sandra_bullock.png,1,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
E_M_michael_caine.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
P_M_david_cameron.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
E_M_Hugh_Grant.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
P_F_tehresy_may.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
E_F_angelina_jolie.png,1,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
P_M_boris_johnson.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
E_M_nicolas_cage.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
E_M_robert_de_niro.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
P_M_Tony_Blair.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
E_F_Kate_Winslet.png,1,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
E_F_Judi_Dench.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
E_F_keira_knightley.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
P_M_george_Wbush.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
E_M_tom_hankes.png,0,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
age: 32,gender: Male,handedness: right,5c83d4580ed0dd0001419d8a,"05/06/2022, 10:59:21"
