RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3063,E_M_Hugh_Grant.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3439,E_F_keira_knightley.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
5119,E_M_nicolas_cage.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
6487,E_M_robert_de_niro.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3247,E_F_angelina_jolie.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2713,E_F_Kate_Winslet.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2359,E_F_Judi_Dench.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3247,E_M_Hugh_Grant.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
4644,P_M_boris_johnson.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3625,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
4434,E_F_jennifer_aniston.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
1972,E_F_angelina_jolie.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2759,E_M_nicolas_cage.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
5080,E_F_Kate_Winslet.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
4486,P_F_hillary_clinton.png,P_F_nicola_sturgeon.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2217,E_F_Judi_Dench.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2351,E_M_nicolas_cage.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2000,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3014,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
5655,E_F_sandra_bullock.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3543,E_F_Judi_Dench.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2703,E_F_keira_knightley.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
5128,P_M_bill_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3111,E_F_sandra_bullock.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
1972,E_F_angelina_jolie.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
4175,E_F_keira_knightley.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
1807,E_F_sandra_bullock.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3217,E_F_keira_knightley.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
5582,E_M_robert_de_niro.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
1695,P_F_hillary_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2409,E_M_tom_hankes.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
6112,E_F_keira_knightley.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
5145,E_F_angelina_jolie.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3455,E_F_angelina_jolie.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3112,E_F_Judi_Dench.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3902,E_M_robert_de_niro.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
1942,P_M_bill_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2517,E_F_angelina_jolie.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2957,E_M_robert_de_niro.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2711,E_F_Judi_Dench.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
4034,E_F_jennifer_aniston.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3951,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
5707,E_F_jennifer_aniston.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3183,E_M_robert_de_niro.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2226,E_F_jennifer_aniston.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
5519,E_M_Hugh_Grant.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2472,E_M_robert_de_niro.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
4728,E_M_nicolas_cage.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
4271,P_M_bill_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
7885,P_F_hillary_clinton.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
4457,E_M_nicolas_cage.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3021,P_F_hillary_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3754,E_M_michael_caine.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
4110,P_M_bill_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3811,E_M_nicolas_cage.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2879,E_F_angelina_jolie.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2533,P_F_nicola_sturgeon.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2641,P_F_tehresy_may.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
4131,E_F_angelina_jolie.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3140,E_F_Kate_Winslet.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
2255,E_F_Kate_Winslet.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
4335,P_M_boris_johnson.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3862,E_F_Kate_Winslet.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3460,E_M_michael_caine.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
3887,E_M_Hugh_Grant.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f3be3abb12c9a95ced9c63f,"05/06/2022, 11:42:50"
