RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
3228,E_F_Kate_Winslet.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
4183,E_F_sandra_bullock.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
15322,P_F_tehresy_may.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
4209,E_F_sandra_bullock.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
4973,E_M_Hugh_Grant.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
4225,E_M_nicolas_cage.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
5413,E_M_Hugh_Grant.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2917,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2586,E_M_tom_hankes.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2644,P_F_nicola_sturgeon.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
4149,E_F_Judi_Dench.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
6277,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2946,E_F_Judi_Dench.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
3755,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
5155,E_M_Hugh_Grant.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
3432,E_M_michael_caine.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2919,E_F_angelina_jolie.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
